iter	RMSE
492	451.2013131
493	450.9669963
494	450.7637415
495	450.511615
496	450.2451227
497	450.1368188
498	450.0300712
499	449.8393751
500	449.6162278
501	449.5859079
502	449.4913317
503	449.3220251
504	449.1632134
505	449.1116827
506	449.0247275
507	448.9771608
508	448.7154572
509	448.48896
510	448.3314099
511	448.1663053
512	448.0438944
513	447.9339609
514	447.7525487
515	447.5408435
516	447.4273438
517	447.2398709
518	447.0206732
519	446.9958894
520	446.9571927
521	446.8407609
522	446.6578916
523	446.4946596
524	446.2962519
525	446.2722366
526	446.1465184
527	446.0614482
528	445.8931044
529	445.6706974
530	445.4674857
531	445.3285117
532	445.1380878
533	445.0675346
534	444.96542
535	444.9466496
536	444.9165638
537	444.8407409
538	444.525436
539	444.3769921
540	444.1996997
541	444.0503732
542	443.8789162
543	443.7125011
544	443.6776438
545	443.6285404
546	443.4611435
547	443.2175655
548	443.0813949
549	442.9357109
550	442.7864844
551	442.7330447
552	442.4911349
553	442.3984291
554	442.2482363
555	442.1397327
556	442.0112656
557	441.9118662
558	441.7690624
559	441.6309488
560	441.3377521
561	441.115726
562	440.9527923
563	440.788893
564	440.6114345
565	440.484994
566	440.4333046
567	440.3312034
568	440.1834294
569	440.1000272
570	439.9862766
571	439.8873581
572	439.7709503
573	439.7045081
574	439.6740738
575	439.6488882
576	439.5052941
577	439.3480417
578	439.1725815
579	439.0235381
580	438.8174679
581	438.7744512
582	438.6977879
583	438.5590292
584	438.442706
585	438.4069907
586	438.3394944
587	438.1467318
588	437.9730805
589	437.8616379
590	437.7968911
591	437.6285524
592	437.3872971
593	437.2586939
594	437.14853
595	437.004244
596	436.896936
597	436.7389479
598	436.5193159
599	436.4253815
600	436.2544735
601	436.2047451
602	435.9774075
603	435.813701
604	435.6577863
605	435.5800042
606	435.3645142
607	435.2260756
608	435.1516453
609	435.0162243
610	434.9892027
611	434.8152566
612	434.7955223
613	434.6080901
614	434.4895967
615	434.3384954
616	434.2197831
617	434.0577367
618	434.0022804
619	433.8991026
620	433.7673584
621	433.7078478
622	433.575965
623	433.5386493
624	433.466708
625	433.3446234
626	433.2425377
627	433.2173655
628	433.1365783
629	433.1167981
630	433.0055868
631	432.9136947
632	432.7704424
633	432.6612838
634	432.5150083
635	432.3356723
636	432.2255499
637	432.05062
638	431.935013
639	431.8644286
640	431.7561983
641	431.6412333
642	431.4611093
643	431.3103649
644	431.1805195
645	431.0632776
646	430.99875
647	430.8064014
648	430.7372226
649	430.6224388
650	430.4675993
651	430.393395
652	430.2526804
653	430.1926622
654	430.0438131
655	430.0160197
656	429.8135438
657	429.7108774
658	429.6907518
659	429.6238872
660	429.5126968
661	429.4190512
662	429.3368179
663	429.1489192
664	429.0666741
665	428.980031
666	428.8521023
667	428.7469353
668	428.6729176
669	428.6205592
670	428.5746176
671	428.4404751
672	428.3148572
673	428.150511
674	428.0119293
675	427.9117123
676	427.8490245
677	427.57807
678	427.5554405
679	427.4432081
680	427.3788144
681	427.2971148
682	427.1892735
683	427.1407077
684	426.9563758
685	426.9053791
686	426.821036
687	426.6954876
688	426.4973944
689	426.4652185
690	426.423939
691	426.3129523
692	426.1853225
693	426.1686845
694	426.0002551
695	425.9128453
696	425.6624231
697	425.5918261
698	425.5336906
699	425.4117342
700	425.3101431
701	425.2203421
702	424.9591163
703	424.7987559
704	424.5951392
705	424.4820251
706	424.4234641
707	424.3047884
708	424.2891335
709	424.2686958
710	424.1745334
711	424.1475511
712	424.0617627
713	423.991044
714	423.8860385
715	423.8126012
716	423.7456883
717	423.6623628
718	423.5869372
719	423.401397
720	423.2124225
721	423.1412075
722	423.0600184
723	423.017175
724	422.9704791
725	422.8826101
726	422.7587648
727	422.6398755
728	422.549125
729	422.4629882
730	422.3400649
731	422.23846
732	422.1440778
733	422.0177007
734	421.9076573
735	421.8653525
736	421.7533708
737	421.7236694
738	421.6293519
739	421.5726924
740	421.5269031
741	421.4196729
742	421.3772113
743	421.1767528
744	421.0425397
745	420.9497383
746	420.8561556
747	420.7944229
748	420.6499517
749	420.6082074
750	420.6075318
751	420.5337587
752	420.4813939
753	420.407819
754	420.3732118
755	420.3107954
756	420.2476379
757	420.1904108
758	420.0930516
759	419.8623014
760	419.7223032
761	419.6022795
762	419.4871714
763	419.3937262
764	419.2571974
765	419.1647094
766	419.0573597
767	418.982061
768	418.7341893
769	418.5969701
770	418.5738249
771	418.523625
772	418.3933155
773	418.2983646
774	418.2127272
775	418.1668221
776	418.0358864
777	417.9349334
778	417.8936479
779	417.8451107
780	417.7415301
781	417.5673379
782	417.5071258
783	417.4285766
784	417.2825755
785	417.2576954
786	417.1812825
787	416.9652645
788	416.8018287
789	416.6536145
790	416.5802269
791	416.5387163
792	416.5152411
793	416.4498855
794	416.2021297
795	416.061842
796	415.9425163
797	415.8685357
798	415.7717437
799	415.6948566
800	415.5273985
801	415.4459526
802	415.2767116
803	415.1225837
804	415.0739127
805	415.0060486
806	414.9550748
807	414.9545354
808	414.9413163
809	414.8346806
810	414.7378886
811	414.6121489
812	414.4485539
813	414.3716649
814	414.2290095
815	414.0645639
816	414.050084
817	413.9930808
818	413.8828508
819	413.8653405
820	413.7161884
821	413.6987679
822	413.6092582
823	413.4310535
824	413.4026869
825	413.344741
826	413.1950653
827	413.125806
828	413.0841681
829	412.9750399
830	412.937576
831	412.8425416
832	412.7844973
833	412.6944778
834	412.5586232
835	412.4654697
836	412.3339778
837	412.2142707
838	412.1486839
839	412.0920608
840	412.0123072
841	411.989727
842	411.7950911
843	411.6791135
844	411.5292651
845	411.5002537
846	411.4589869
847	411.4223136
848	411.4064277
849	411.3545589
850	411.3033959
851	411.257552
852	411.1254004
853	411.110819
854	410.9946215
855	410.96059
856	410.8178441
857	410.6173081
858	410.5457881
859	410.527055
860	410.3576742
861	410.2245516
862	410.1561159
863	410.1007814
864	409.9697437
865	409.7972123
866	409.6736396
867	409.5035993
868	409.4311805
869	409.4293279
870	409.3747548
871	409.3455654
872	409.2827262
873	409.2330668
874	409.1441279
875	409.1094224
876	408.9970914
877	408.9675283
878	408.9267539
879	408.8912442
880	408.8667683
881	408.7566605
882	408.5810301
883	408.467963
884	408.4202068
885	408.3466444
886	408.247993
887	408.2369016
888	408.1988769
889	408.0447055
890	408.0000774
891	407.9737695
892	407.9004795
893	407.8508046
894	407.7743167
895	407.6148582
896	407.4459471
897	407.3291056
898	407.3074843
899	407.2564909
900	407.2160803
901	407.1828331
902	407.1223983
903	407.0083601
904	406.8420958
905	406.7332629
906	406.6598421
907	406.6493461
908	406.5370808
909	406.4245733
910	406.3662549
911	406.2423884
912	406.2019344
913	406.1551339
914	406.1324943
915	406.1007718
916	406.0003166
917	405.9088823
918	405.8381015
919	405.8085894
920	405.7675671
921	405.7289918
922	405.6987679
923	405.6419126
924	405.5363296
925	405.4780092
926	405.4606225
927	405.4021729
928	405.3520358
929	405.2261815
930	405.1484782
931	405.0517323
932	405.0228609
933	404.9371209
934	404.9017408
935	404.7842552
936	404.6892972
937	404.5447141
938	404.4801765
939	404.3396477
940	404.2337987
941	404.0826333
942	403.944036
943	403.9173278
944	403.7750466
945	403.7063227
946	403.5990999
947	403.4428382
948	403.3567204
949	403.2219657
950	403.0717759
951	403.0156565
952	402.894521
953	402.8101768
954	402.6823161
955	402.5667029
956	402.4627816
957	402.4175488
958	402.3587163
959	402.201408
960	402.1662709
961	402.0998968
962	401.9731628
963	401.8771949
964	401.8305808
965	401.7169694
966	401.6610811
967	401.5883834
968	401.4726923
969	401.4288336
970	401.3304031
971	401.2057585
972	401.1541693
973	401.0316784
974	400.8837345
975	400.822153
976	400.7451687
977	400.6822367
978	400.5740533
979	400.4949833
980	400.425678
981	400.3281129
982	400.1821098
983	400.1178528
984	399.8904825
985	399.8133863
986	399.7096249
987	399.623676
988	399.5632652
989	399.5289449
990	399.3989865
991	399.3310995
992	399.2833506
993	399.224057
994	399.2033724
995	399.1909587
996	399.0950325
997	398.9869266
998	398.8642951
999	398.7695187
6428
35014
